AISP 06-BROTAS,0,4,0,0,0,0,0,0,1
AISP 07-RIO VERMELHO,0,1,0,0,0,0,0,0,0
AISP 09-BOCA DO RIO,0,1,0,0,0,0,0,0,1
AISP 12-ITAPUÃ,0,14,0,0,0,0,0,3,2
AISP 16-PITUBA,0,0,0,0,0,0,0,0,1
AISP 01-BARRIS,0,4,0,0,0,0,1,0,0
AISP 02-LIBERDADE,0,3,0,0,0,0,0,2,6
AISP 03-BONFIM,0,5,0,0,0,0,0,0,2
AISP 04-SÃO CAETANO,0,6,0,0,0,0,0,0,3
AISP 05-PERIPERI,1,10,0,0,0,3,0,5,5
AISP 08-CIA,0,3,0,0,0,0,0,1,0
AISP 10-PAU DA LIMA,0,7,3,0,0,0,0,3,1
AISP 11-TANCREDO NEVES,2,15,1,0,2,1,0,0,4
AISP 13-CAJAZEIRAS,0,7,0,0,0,0,0,2,4
